id_entrega,id_mensajero,fecha,ciudad,zona,distancia_km,tiempo_entrega_minutos,valor_paquete,estado,calificacion_cliente,tipo_vehiculo,experiencia_mensajero
E12099,M072,2024-03-25 11:41:00,Cali,Centro,6.5,22.1,15900.0,Entregado,4.6,Moto,>5 años
E12100,M011,2024-03-03 06:03:00,Barranquilla,Centro,11.1,30.4,271200.0,Retrasado,,Moto,1-3 años
E12101,M022,2024-02-10 15:55:00,Barranquilla,Sur,13.1,60.0,194600.0,Entregado,4.7,Camioneta,3-5 años
E12102,M017,2024-02-22 17:42:00,Bogotá,Usaquén,11.3,62.9,342900.0,Entregado,3.3,Moto,1-3 años
E12103,M024,2024-02-20 10:15:00,Cali,San Fernando,3.8,13.4,237000.0,Entregado,4.6,Moto,1-3 años
E12104,M029,2024-03-14 22:59:00,Bucaramanga,Girón,6.8,24.8,366600.0,Entregado,5.0,Moto,3-5 años
E12105,M031,2024-03-07 22:16:00,Medellín,Centro,8.5,22.0,52200.0,Entregado,4.9,Moto,3-5 años
E12106,M128,2024-01-12 13:38:00,Bucaramanga,Centro,3.0,11.5,175500.0,Entregado,5.0,Moto,1-3 años
E12107,M032,2024-02-10 16:53:00,Barranquilla,Norte,10.6,44.6,469200.0,Entregado,4.8,Moto,<1 año
E12108,M150,2024-02-19 13:59:00,Barranquilla,Sur,8.2,36.2,273400.0,Entregado,4.6,Moto,<1 año
E12109,M109,2024-01-28 10:06:00,Bogotá,Suba,10.7,47.4,268200.0,Entregado,4.1,Camioneta,3-5 años
E12110,M045,2024-01-28 14:28:00,Bucaramanga,Girón,3.6,14.4,477000.0,Entregado,5.0,Moto,1-3 años
E12111,M105,2024-02-02 07:31:00,Medellín,Centro,10.6,41.6,215600.0,Entregado,4.3,Moto,3-5 años
E12112,M137,2024-02-17 09:20:00,Bogotá,Centro,6.4,44.0,481100.0,Dañado,,Moto,1-3 años
E12113,M140,2024-02-24 21:43:00,Barranquilla,Norte,3.6,10.5,409100.0,Entregado,5.0,Moto,1-3 años
E12114,M064,2024-02-05 10:23:00,Medellín,Centro,4.9,21.2,304900.0,Entregado,4.9,Camioneta,3-5 años
E12115,M122,2024-02-17 15:01:00,Bucaramanga,Centro,6.2,30.7,204200.0,Entregado,4.2,Camioneta,3-5 años
E12116,M009,2024-03-25 07:44:00,Medellín,Laureles,6.9,34.8,432400.0,Entregado,4.7,Moto,<1 año
E12117,M062,2024-02-02 18:19:00,Medellín,Bello,3.3,25.0,197100.0,Entregado,4.5,Moto,1-3 años
E12118,M093,2024-03-28 09:34:00,Barranquilla,Sur,9.1,196.98895673199763,472100.0,Entregado,4.4,Moto,1-3 años
E12119,M061,2024-02-26 18:00:00,Barranquilla,Norte,11.1,54.2,66000.0,Entregado,4.8,Moto,1-3 años
E12120,M101,2024-02-02 15:05:00,Cali,Granada,3.7,12.9,291800.0,Entregado,4.5,Moto,>5 años
E12121,M061,2024-02-08 12:55:00,Cali,Chipichape,5.3,35.1,484800.0,Entregado,3.6,Moto,1-3 años
E12122,M042,2024-02-26 16:56:00,Bucaramanga,Floridablanca,9.3,42.1,21900.0,Entregado,4.8,Moto,<1 año
E12123,M105,2024-01-05 14:55:00,Medellín,El Poblado,9.7,46.2,460700.0,Entregado,4.7,Moto,3-5 años
E12124,M021,2024-03-03 21:47:00,Cali,Sur,7.5,30.5,323700.0,Entregado,4.3,Camioneta,3-5 años
E12125,M106,2024-02-12 19:56:00,Medellín,Centro,4.7,29.3,419400.0,Entregado,4.9,Moto,1-3 años
E12126,M026,2024-01-21 14:32:00,Cali,Sur,2.8,18.6,41400.0,Entregado,4.4,Camioneta,1-3 años
E12127,M017,2024-02-15 19:38:00,Bogotá,Kennedy,15.6,86.2,34200.0,Entregado,3.5,Moto,1-3 años
E12128,M141,2024-02-11 20:44:00,Cali,Granada,5.2,20.5,452200.0,Perdido,,Moto,1-3 años
E12129,M008,2024-01-07 11:40:00,Cali,Granada,7.4,24.5,259300.0,Entregado,4.6,Moto,1-3 años
E12130,M114,2024-03-23 10:00:00,Barranquilla,Norte,6.2,15.2,121600.0,Entregado,5.0,Moto,>5 años
E12131,M103,2024-01-26 15:20:00,Medellín,Bello,11.5,42.9,285600.0,Entregado,4.0,Moto,<1 año
E12132,M148,2024-01-11 09:10:00,Barranquilla,Sur,10.0,111.5,292400.0,Entregado,2.6,Camioneta,1-3 años
E12133,M064,2024-03-07 10:54:00,Medellín,Laureles,3.6,11.1,49500.0,Entregado,4.7,Camioneta,3-5 años
E12134,M106,2024-02-10 20:30:00,Barranquilla,Riomar,13.4,57.8,468200.0,Entregado,4.3,Moto,1-3 años
E12135,M035,2024-02-03 11:43:00,Barranquilla,Sur,10.7,33.0,336600.0,Entregado,4.1,Moto,1-3 años
E12136,M084,2024-02-06 12:05:00,Cali,Sur,6.6,25.4,336600.0,Entregado,5.0,Moto,1-3 años
E12137,M107,2024-02-17 11:25:00,Barranquilla,Sur,11.4,34.9,171300.0,Entregado,4.8,Moto,>5 años
E12138,M097,2024-03-14 13:01:00,Bogotá,Chapinero,13.6,57.5,139300.0,Entregado,4.4,Moto,1-3 años
E12139,M006,2024-03-12 13:58:00,Medellín,Bello,8.1,32.8,290500.0,Retrasado,,Moto,1-3 años
E12140,M023,2024-02-29 12:16:00,Bucaramanga,Centro,8.5,33.7,265100.0,Entregado,4.3,Moto,1-3 años
E12141,M044,2024-01-07 18:39:00,Barranquilla,Centro,7.8,57.0,287600.0,Entregado,4.9,Moto,1-3 años
E12142,M110,2024-03-17 14:09:00,Bucaramanga,Girón,4.6,26.3,430400.0,Entregado,,Moto,1-3 años
E12143,M023,2024-02-17 11:36:00,Bucaramanga,Norte,8.2,28.1,241000.0,Entregado,4.7,Moto,1-3 años
E12144,M031,2024-01-02 22:27:00,Medellín,Bello,5.1,16.2,344400.0,Entregado,4.9,Moto,3-5 años
E12145,M117,2024-03-27 21:07:00,Bucaramanga,Floridablanca,2.7,11.8,251000.0,Entregado,4.9,Moto,1-3 años
E12146,M058,2024-01-27 12:55:00,Cali,San Fernando,6.0,21.8,340800.0,Entregado,4.7,Moto,>5 años
E12147,M069,2024-02-06 21:24:00,Bogotá,Kennedy,7.7,21.8,114800.0,Entregado,4.8,Moto,>5 años
E12148,M034,2024-02-25 12:38:00,Bogotá,Suba,5.5,18.4,70000.0,Entregado,4.5,Moto,1-3 años
E12149,M056,2024-02-06 12:26:00,Medellín,El Poblado,4.5,23.6,340900.0,Entregado,4.7,Camioneta,3-5 años
E12150,M047,2024-02-22 10:01:00,Bucaramanga,Centro,7.8,29.2,402700.0,Entregado,4.5,Moto,<1 año
E12151,M075,2024-02-03 13:39:00,Bucaramanga,Centro,2.8,16.1,374300.0,Entregado,4.3,Camioneta,1-3 años
E12152,M116,2024-02-01 17:37:00,Bucaramanga,Norte,7.6,56.2,297600.0,Entregado,4.2,Moto,<1 año
E12153,M118,2024-01-11 06:30:00,Bucaramanga,Centro,3.6,12.6,183400.0,Entregado,4.7,Camioneta,3-5 años
E12154,M035,2024-02-11 18:43:00,Barranquilla,Sur,10.0,56.4,148700.0,Entregado,4.4,Moto,1-3 años
E12155,M055,2024-02-19 19:47:00,Cali,Chipichape,7.4,24.0,305300.0,Retrasado,,Moto,3-5 años
E12156,M066,2024-01-10 09:35:00,Barranquilla,Siape,11.5,48.5,213100.0,Entregado,4.7,Moto,1-3 años
E12157,M016,2024-01-07 16:59:00,Cali,Sur,5.9,21.3,308400.0,Entregado,4.1,Moto,1-3 años
E12158,M061,2024-03-01 17:38:00,Barranquilla,Sur,13.2,75.2,19300.0,Entregado,3.5,Moto,1-3 años
E12159,M012,2024-01-01 14:32:00,Bogotá,Kennedy,9.6,45.1,81800.0,Entregado,4.0,Moto,1-3 años
E12160,M098,2024-02-08 18:42:00,Medellín,Envigado,6.6,30.2,161500.0,Entregado,4.5,Moto,3-5 años
E12161,M095,2024-01-17 07:37:00,Medellín,Bello,7.0,49.1,246000.0,Entregado,4.8,Moto,1-3 años
E12162,M046,2024-02-03 11:32:00,Barranquilla,Siape,10.5,49.6,60700.0,Entregado,3.8,Camioneta,1-3 años
E12163,M127,2024-02-13 20:08:00,Medellín,Centro,5.4,16.0,412400.0,Entregado,5.0,Moto,3-5 años
E12164,M023,2024-02-10 22:27:00,Bucaramanga,Floridablanca,2.9,10.0,150800.0,Entregado,4.7,Moto,1-3 años
E12165,M037,2024-02-03 09:20:00,Medellín,Centro,9.8,50.3,188900.0,Entregado,5.0,Moto,3-5 años
E12166,M012,2024-01-17 21:55:00,Cali,Chipichape,2.6,10.0,83300.0,Entregado,4.5,Moto,1-3 años
E12167,M072,2024-02-16 19:18:00,Medellín,El Poblado,6.2,22.0,213900.0,Entregado,5.0,Moto,>5 años
E12168,M068,2024-03-19 14:33:00,Bucaramanga,Floridablanca,4.3,17.4,331100.0,Entregado,4.3,Moto,1-3 años
E12169,M081,2024-02-25 11:20:00,Medellín,Envigado,5.3,19.7,449800.0,Entregado,4.6,Camioneta,1-3 años
E12170,M126,2024-01-20 20:03:00,Cali,Sur,3.3,10.8,174200.0,Entregado,5.0,Camioneta,1-3 años
E12171,M049,2024-01-20 07:14:00,Barranquilla,Siape,7.4,42.0,176100.0,Entregado,4.9,Moto,1-3 años
E12172,M047,2024-01-05 21:16:00,Bucaramanga,Centro,4.0,19.1,23900.0,Entregado,4.8,Moto,<1 año
E12173,M042,2024-03-31 20:27:00,Bucaramanga,Floridablanca,7.7,35.8,92900.0,Entregado,4.8,Moto,<1 año
E12174,M030,2024-03-04 07:28:00,Bucaramanga,Cabecera,6.2,28.3,108400.0,Entregado,5.0,Moto,1-3 años
E12175,M092,2024-03-31 21:29:00,Barranquilla,Sur,10.8,38.5,444100.0,Entregado,4.9,Moto,1-3 años
E12176,M127,2024-01-15 10:07:00,Medellín,Laureles,9.1,33.7,21300.0,Entregado,4.0,Moto,3-5 años
E12177,M090,2024-01-12 12:55:00,Bucaramanga,Centro,4.2,19.5,79300.0,Entregado,4.4,Moto,>5 años
E12178,M073,2024-01-24 11:47:00,Medellín,Laureles,9.4,30.6,262000.0,Entregado,4.6,Moto,<1 año
E12179,M131,2024-02-04 12:37:00,Bogotá,Centro,7.6,28.7,272100.0,Entregado,4.7,Moto,>5 años
E12180,M002,2024-03-08 11:26:00,Cali,Chipichape,7.4,22.7,138300.0,Perdido,,Moto,1-3 años
E12181,M020,2024-02-01 21:43:00,Cali,Sur,6.1,32.6,180300.0,Entregado,4.6,Moto,<1 año
E12182,M025,2024-02-12 06:18:00,Cali,Chipichape,8.0,23.0,153800.0,Entregado,4.6,Moto,>5 años
E12183,M032,2024-02-20 17:37:00,Barranquilla,Riomar,9.1,44.9,81400.0,Entregado,4.3,Moto,<1 año
E12184,M028,2024-02-11 10:01:00,Bogotá,Suba,11.7,33.6,320900.0,Entregado,4.2,Moto,3-5 años
E12185,M021,2024-02-28 21:29:00,Cali,Sur,9.7,29.4,255800.0,Entregado,5.0,Camioneta,3-5 años
E12186,M069,2024-03-17 06:21:00,Bogotá,Chapinero,8.5,21.2,74800.0,Entregado,5.0,Moto,>5 años
E12187,M012,2024-03-24 20:20:00,Cali,Sur,4.8,20.0,207800.0,Entregado,5.0,Moto,1-3 años
E12188,M146,2024-01-17 12:55:00,Barranquilla,Sur,8.4,42.4,320000.0,Retrasado,,Moto,<1 año
E12189,M013,2024-03-23 15:20:00,Medellín,Bello,8.3,25.8,459700.0,Entregado,4.9,Moto,3-5 años
E12190,M015,2024-01-10 18:05:00,Barranquilla,Riomar,12.1,74.1,395300.0,Entregado,3.4,Moto,1-3 años
E12191,M103,2024-02-02 11:15:00,Medellín,Laureles,11.7,67.5,42600.0,Entregado,3.4,Moto,<1 año
E12192,M103,2024-01-12 06:54:00,Medellín,Bello,9.9,45.7,226700.0,Entregado,4.5,Moto,<1 año
E12193,M054,2024-01-21 18:49:00,Medellín,El Poblado,10.0,52.6,81000.0,Entregado,4.2,Moto,3-5 años
E12194,M104,2024-02-06 10:07:00,Bogotá,Usaquén,13.9,46.4,161400.0,Entregado,4.3,Moto,3-5 años
E12195,M077,2024-03-03 19:47:00,Barranquilla,Riomar,7.4,55.3,412800.0,Entregado,4.1,Moto,<1 año
E12196,M080,2024-03-28 10:22:00,Bucaramanga,Floridablanca,4.4,17.6,159100.0,Entregado,4.4,Moto,1-3 años
E12197,M025,2024-02-17 22:12:00,Cali,Sur,9.2,30.4,229500.0,Entregado,5.0,Moto,>5 años
E12198,M126,2024-02-27 18:30:00,Barranquilla,Siape,3.6,25.0,166000.0,Entregado,4.2,Camioneta,1-3 años
E12199,M069,2024-03-13 19:05:00,Bogotá,Suba,15.7,68.8,20400.0,Entregado,3.9,Moto,>5 años
E12200,M109,2024-02-17 11:27:00,Bogotá,Suba,5.2,15.5,219300.0,Entregado,4.6,Camioneta,3-5 años
E12201,M110,2024-01-12 07:32:00,Bucaramanga,Floridablanca,9.6,44.8,276700.0,Entregado,4.0,Moto,1-3 años
E12202,M088,2024-02-29 13:41:00,Medellín,El Poblado,9.4,46.6,71200.0,Entregado,4.2,Moto,<1 año
E12203,M040,2024-03-04 22:40:00,Bogotá,Kennedy,7.3,25.1,460600.0,Entregado,4.9,Moto,1-3 años
E12204,M135,2024-01-11 15:29:00,Barranquilla,Norte,5.8,25.0,37800.0,Entregado,4.0,Moto,3-5 años
E12205,M112,2024-01-11 21:19:00,Barranquilla,Centro,11.1,30.0,203600.0,Entregado,4.2,Moto,>5 años
E12206,M039,2024-01-17 15:53:00,Barranquilla,Sur,5.3,16.9,276700.0,Entregado,5.0,Moto,>5 años
E12207,M064,2024-03-07 19:18:00,Medellín,Envigado,3.4,22.5,294100.0,Entregado,5.0,Camioneta,3-5 años
E12208,M146,2024-01-07 08:58:00,Bogotá,Usaquén,6.3,35.3,368400.0,Entregado,4.6,Moto,<1 año
E12209,M012,2024-03-06 09:32:00,Cali,Centro,8.1,43.5,82600.0,Entregado,4.9,Moto,1-3 años
E12210,M109,2024-02-22 09:29:00,Bogotá,Kennedy,13.7,68.9,62100.0,Dañado,,Camioneta,3-5 años
E12211,M146,2024-02-02 17:16:00,Bogotá,Kennedy,13.6,92.4,202400.0,Entregado,3.7,Moto,<1 año
E12212,M150,2024-01-11 22:01:00,Barranquilla,Sur,12.9,58.8,425500.0,Perdido,,Moto,<1 año
E12213,M030,2024-03-25 20:11:00,Bucaramanga,Girón,9.1,26.3,387900.0,Entregado,4.7,Moto,1-3 años
E12214,M047,2024-02-20 07:05:00,Bucaramanga,Cabecera,6.1,38.1,465900.0,Entregado,4.6,Moto,<1 año
E12215,M107,2024-03-31 15:20:00,Barranquilla,Riomar,11.6,29.7,143300.0,Entregado,4.5,Moto,>5 años
E12216,M117,2024-03-26 20:39:00,Bucaramanga,Floridablanca,3.2,11.4,477000.0,Entregado,4.5,Moto,1-3 años
E12217,M068,2024-02-13 11:13:00,Cali,Granada,7.5,24.9,175800.0,Entregado,4.4,Moto,1-3 años
E12218,M048,2024-01-11 14:55:00,Bogotá,Centro,10.8,52.2,431400.0,Entregado,3.8,Moto,3-5 años
E12219,M028,2024-02-25 06:00:00,Bucaramanga,Floridablanca,4.6,18.7,492400.0,Entregado,4.6,Moto,3-5 años
E12220,M102,2024-01-15 06:10:00,Barranquilla,Siape,9.7,29.0,392500.0,Entregado,5.0,Camioneta,>5 años
E12221,M123,2024-02-28 18:55:00,Medellín,Laureles,5.1,26.1,427200.0,Entregado,4.9,Moto,3-5 años
E12222,M125,2024-02-08 17:44:00,Bogotá,Kennedy,9.6,79.8,317000.0,Entregado,3.7,Camioneta,1-3 años
E12223,M102,2024-02-08 08:08:00,Barranquilla,Sur,10.8,56.6,414000.0,Entregado,4.4,Camioneta,>5 años
E12224,M035,2024-01-02 12:07:00,Barranquilla,Norte,4.7,23.0,78600.0,Entregado,4.8,Moto,1-3 años
E12225,M005,2024-03-30 12:54:00,Bucaramanga,Norte,8.0,36.5,105300.0,Entregado,4.6,Moto,1-3 años
E12226,M007,2024-01-27 21:41:00,Barranquilla,Riomar,10.9,56.7,470700.0,Entregado,3.8,Camioneta,1-3 años
E12227,M038,2024-03-24 13:27:00,Cali,Chipichape,9.2,49.0,499800.0,Entregado,3.9,Moto,<1 año
E12228,M138,2024-01-25 08:19:00,Medellín,El Poblado,8.0,31.4,219000.0,Entregado,3.9,Moto,>5 años
E12229,M119,2024-01-19 21:27:00,Medellín,El Poblado,4.3,22.2,40400.0,Entregado,4.5,Moto,<1 año
E12230,M006,2024-01-15 11:57:00,Medellín,Bello,3.8,14.7,104900.0,Entregado,5.0,Moto,1-3 años
E12231,M040,2024-03-30 20:31:00,Bogotá,Suba,7.0,26.4,337800.0,Entregado,4.8,Moto,1-3 años
E12232,M121,2024-01-03 20:37:00,Medellín,Centro,5.3,25.6,324500.0,Entregado,5.0,Camioneta,3-5 años
E12233,M063,2024-01-26 15:36:00,Bucaramanga,Cabecera,5.0,15.3,191300.0,Entregado,4.6,Moto,1-3 años
E12234,M101,2024-01-07 16:00:00,Cali,Centro,5.5,12.2,302300.0,Entregado,5.0,Moto,>5 años
E12235,M027,2024-03-21 19:26:00,Barranquilla,Centro,9.0,74.7,328100.0,Dañado,,Camioneta,<1 año
E12236,M127,2024-03-15 15:02:00,Medellín,Envigado,5.6,22.4,456500.0,Entregado,4.3,Moto,3-5 años
E12237,M125,2024-02-21 21:32:00,Bogotá,Suba,11.1,51.9,173900.0,Entregado,4.0,Camioneta,1-3 años
E12238,M125,2024-01-30 07:33:00,Bta,Suba,10.0,69.9,457000.0,Entregado,3.5,Camioneta,1-3 años
E12239,M005,2024-02-24 16:35:00,Bucaramanga,Norte,6.6,20.6,492200.0,Entregado,4.8,Moto,1-3 años
E12240,M017,2024-02-04 19:56:00,Bogotá,Chapinero,12.8,64.7,233500.0,Entregado,3.8,Moto,1-3 años
E12241,M122,2024-01-15 21:39:00,Bucaramanga,Centro,4.8,14.1,279400.0,Entregado,4.7,Camioneta,3-5 años
E12242,M089,2024-02-27 19:01:00,Bogotá,Usaquén,12.8,62.1,411900.0,Retrasado,,Moto,1-3 años
E12243,M042,2024-02-06 12:30:00,Bucaramanga,Floridablanca,7.5,32.0,240900.0,Entregado,4.4,Moto,<1 año
E12244,M089,2024-02-26 13:32:00,Bogotá,Centro,5.3,17.5,270200.0,Entregado,4.4,Moto,1-3 años
E12245,M057,2024-03-16 16:58:00,Barranquilla,Centro,13.8,56.8,136400.0,Entregado,4.5,Camioneta,3-5 años
E12246,M120,2024-01-17 15:46:00,Cali,Granada,2.7,13.4,476500.0,Entregado,4.3,Camioneta,1-3 años
E12247,M100,2024-02-23 17:50:00,Bogotá,Chapinero,4.6,30.9,98900.0,Entregado,4.9,Moto,3-5 años
E12248,M121,2024-01-21 12:18:00,Medellín,Centro,7.3,36.6,119200.0,Retrasado,,Camioneta,3-5 años
E12249,M023,2024-03-26 21:08:00,Bucaramanga,Cabecera,5.7,20.9,333200.0,Entregado,5.0,Moto,1-3 años
E12250,M045,2024-01-26 11:38:00,Bucaramanga,Norte,3.9,13.7,36800.0,Entregado,4.7,Moto,1-3 años
E12251,M126,2024-01-13 19:31:00,Cali,San Fernando,5.5,41.1,51500.0,Entregado,4.2,Camioneta,1-3 años
E12252,M078,2024-01-31 12:35:00,Barranquilla,Centro,5.6,29.8,454000.0,Entregado,4.8,Moto,<1 año
E12253,M013,2024-01-03 17:56:00,Medellín,Envigado,7.7,33.1,332600.0,Entregado,4.9,Moto,3-5 años
E12254,M067,2024-02-15 11:11:00,Barranquilla,Riomar,8.4,34.0,105400.0,Entregado,4.7,Camioneta,<1 año
E12255,M129,2024-01-05 08:21:00,Barranquilla,Sur,10.8,68.4,230900.0,Retrasado,,Moto,1-3 años
E12256,M111,2024-01-15 13:07:00,Barranquilla,Centro,7.2,36.6,193900.0,Entregado,3.9,Moto,3-5 años
E12257,M144,2024-01-29 21:16:00,Bucaramanga,Norte,5.1,18.7,337100.0,Entregado,,Camioneta,1-3 años
E12258,M088,2024-02-15 07:49:00,Medellín,Laureles,7.4,50.9,219200.0,Entregado,4.8,Moto,<1 año
E12259,M143,2024-02-04 10:54:00,Bucaramanga,Girón,3.5,18.0,324800.0,Entregado,4.1,Moto,<1 año
E12260,M132,2024-03-18 09:45:00,Bucaramanga,Centro,10.0,59.5,479200.0,Entregado,4.5,Moto,1-3 años
E12261,M013,2024-02-26 20:53:00,Cali,San Fernando,6.9,18.2,331800.0,Entregado,4.1,Moto,3-5 años
E12262,M029,2024-01-14 09:52:00,Bucaramanga,Cabecera,3.4,19.3,25200.0,Entregado,4.7,Moto,3-5 años
E12263,M144,2024-01-06 22:06:00,Bucaramanga,Cabecera,5.4,26.2,392600.0,Entregado,4.5,Camioneta,1-3 años
E12264,M043,2024-03-21 09:55:00,Bucaramanga,Norte,9.4,38.5,183100.0,Entregado,4.4,Moto,3-5 años
E12265,M053,2024-02-16 11:46:00,Bogotá,Kennedy,8.3,33.2,300300.0,Entregado,4.0,Moto,1-3 años
E12266,M075,2024-03-31 20:48:00,Bucaramanga,Floridablanca,8.3,39.0,375800.0,Entregado,4.8,Camioneta,1-3 años
E12267,M130,2024-03-04 09:09:00,Cali,Centro,5.8,32.8,444100.0,Entregado,4.0,Camioneta,3-5 años
E12268,M094,2024-02-12 10:07:00,Bucaramanga,Norte,10.0,42.9,434700.0,Entregado,4.6,Moto,<1 año
E12269,M052,2024-02-26 19:49:00,Medellín,El Poblado,4.5,19.6,432800.0,Entregado,5.0,Moto,3-5 años
E12270,M002,2024-02-01 21:21:00,Cali,Granada,6.8,27.2,206800.0,Entregado,4.5,Moto,1-3 años
E12271,M074,2024-03-05 11:05:00,Bogotá,Kennedy,14.3,52.3,204900.0,Entregado,4.4,Moto,1-3 años
E12272,M069,2024-02-17 19:23:00,Bogotá,Centro,15.7,63.8,344400.0,Entregado,3.1,Moto,>5 años
E12273,M063,2024-01-20 22:26:00,Bucaramanga,Floridablanca,7.2,24.9,285500.0,Entregado,4.5,Moto,1-3 años
E12274,M059,2024-01-18 19:26:00,Medellín,El Poblado,9.3,50.9,171400.0,Entregado,4.9,Moto,1-3 años
E12275,M105,2024-02-28 22:50:00,Medellín,Envigado,6.2,21.2,356100.0,Entregado,5.0,Moto,3-5 años
E12276,M093,2024-01-04 20:09:00,Barranquilla,Sur,7.5,29.9,373600.0,Entregado,4.3,Moto,1-3 años
E12277,M003,2024-03-07 08:05:00,Barranquilla,Sur,13.1,106.1,184000.0,Entregado,3.3,Camioneta,3-5 años
E12278,M087,2024-02-10 18:49:00,Bucaramanga,Norte,6.3,33.9,161100.0,Entregado,4.6,Moto,<1 año
E12279,M043,2024-02-25 07:25:00,Bucaramanga,Norte,7.8,38.7,173700.0,Entregado,5.0,Moto,3-5 años
E12280,M010,2024-03-25 10:57:00,Medellín,Laureles,9.0,39.5,116300.0,Entregado,4.1,Camioneta,1-3 años
E12281,M148,2024-01-08 22:18:00,Cali,Chipichape,4.7,15.9,202900.0,Entregado,5.0,Camioneta,1-3 años
E12282,M108,2024-02-21 15:46:00,Medellín,Envigado,3.3,14.2,351600.0,Entregado,4.4,Camioneta,1-3 años
E12283,M081,2024-02-14 06:52:00,Medellín,Laureles,7.9,34.2,403800.0,Entregado,4.5,Camioneta,1-3 años
E12284,M072,2024-03-08 10:44:00,Medellín,Envigado,8.0,23.7,22200.0,Entregado,4.4,Moto,>5 años
E12285,M104,2024-02-27 12:56:00,Bogotá,Centro,10.8,36.1,46100.0,Entregado,5.0,Moto,3-5 años
E12286,M140,2024-03-20 20:44:00,Barranquilla,Riomar,12.3,46.3,327200.0,Entregado,4.5,Moto,1-3 años
E12287,M089,2024-03-24 18:49:00,Bogotá,Suba,13.7,58.3,365900.0,Entregado,4.7,Moto,1-3 años
E12288,M051,2024-02-08 08:02:00,Medellín,El Poblado,9.1,41.8,149000.0,Entregado,4.3,Moto,3-5 años
E12289,M138,2024-02-12 18:46:00,Barranquilla,Norte,6.3,23.3,282300.0,Entregado,4.8,Moto,>5 años
E12290,M033,2024-03-07 15:13:00,Cali,Chipichape,7.5,22.3,22800.0,Entregado,4.4,Moto,1-3 años
E12291,M024,2024-03-06 15:33:00,Cali,Granada,8.5,29.9,335800.0,Entregado,4.6,Moto,1-3 años
E12292,M088,2024-03-22 11:01:00,Medellín,Envigado,9.3,31.3,215900.0,Entregado,4.1,Moto,<1 año
E12293,M008,2024-03-10 14:15:00,Cali,Granada,9.6,33.1,392400.0,Entregado,4.5,Moto,1-3 años
E12294,M078,2024-02-24 22:07:00,Barranquilla,Riomar,9.3,36.8,116600.0,Entregado,4.6,Moto,<1 año
E12295,M016,2024-02-17 14:40:00,Bucaramanga,Floridablanca,7.7,35.8,460700.0,Entregado,4.6,Moto,1-3 años
E12296,M130,2024-02-15 09:03:00,Bogotá,Centro,6.5,41.6,361500.0,Retrasado,,Camioneta,3-5 años
E12297,M032,2024-02-27 15:36:00,Bogotá,Suba,13.3,86.1,22600.0,Entregado,3.1,Moto,<1 año
E12298,M002,2024-02-28 16:15:00,Barranquilla,Riomar,7.6,23.7,450700.0,Entregado,4.8,Moto,1-3 años
E12299,M149,2024-03-13 13:22:00,Barranquilla,Sur,5.0,28.8,88400.0,Retrasado,,Moto,<1 año
E12300,M077,2024-02-06 10:45:00,Cali,Granada,5.1,23.8,94100.0,Entregado,4.6,Moto,<1 año
E12301,M097,2024-03-07 13:06:00,Bogotá,Usaquén,15.1,62.4,332400.0,Dañado,,Moto,1-3 años
E12302,M084,2024-03-07 12:52:00,Cali,Chipichape,5.5,24.4,440100.0,Entregado,4.9,Moto,1-3 años
E12303,M093,2024-02-28 09:09:00,Barranquilla,Siape,11.1,46.2,63100.0,Entregado,5.0,Moto,1-3 años
E12304,M109,2024-02-22 08:05:00,Bogotá,Kennedy,9.0,44.4,332900.0,Entregado,4.5,Camioneta,3-5 años
E12305,M016,2024-02-24 10:30:00,Bucaramanga,Centro,7.5,32.3,175900.0,Entregado,4.3,Moto,1-3 años
E12306,M055,2024-02-27 08:23:00,Cali,Sur,5.6,27.0,326600.0,Entregado,5.0,Moto,3-5 años
E12307,M135,2024-02-21 22:49:00,Bogotá,Centro,13.6,45.0,363500.0,Entregado,4.2,Moto,3-5 años
E12308,M102,2024-02-03 21:40:00,Barranquilla,Sur,6.2,23.4,376800.0,Entregado,4.9,Camioneta,>5 años
E12309,M109,2024-02-26 21:46:00,Bogotá,Kennedy,5.8,28.9,313400.0,Entregado,4.6,Camioneta,3-5 años
E12310,M107,2024-01-21 10:32:00,Barranquilla,Riomar,11.4,25.5,216700.0,Entregado,4.4,Moto,>5 años
E12311,M033,2024-03-03 20:08:00,Cali,Chipichape,9.4,29.6,221000.0,Entregado,5.0,Moto,1-3 años
E12312,M132,2024-03-08 09:44:00,Bucaramanga,Cabecera,9.2,52.9,434000.0,Entregado,4.1,Moto,1-3 años
E12313,M055,2024-02-28 21:02:00,Bogotá,Centro,8.5,39.4,144900.0,Entregado,4.2,Moto,3-5 años
E12314,M041,2024-03-12 17:58:00,Bogotá,Suba,10.3,72.4,280600.0,Entregado,3.7,Moto,<1 año
E12315,M031,2024-03-18 19:07:00,Medellín,Centro,6.3,21.6,46100.0,Entregado,5.0,Moto,3-5 años
E12316,M031,2024-02-17 15:02:00,Medellín,Laureles,9.4,29.4,452200.0,Entregado,4.3,Moto,3-5 años
E12317,M134,2024-01-20 09:23:00,Barranquilla,Siape,13.4,66.4,481200.0,Entregado,3.1,Moto,>5 años
E12318,M079,2024-02-17 15:18:00,Medellín,Bello,5.7,22.0,341400.0,Entregado,5.0,Moto,1-3 años
E12319,M125,2024-01-04 10:09:00,Bogotá,Chapinero,10.9,56.4,64500.0,Entregado,4.3,Camioneta,1-3 años
